uniprot,symbol,entrez
Q8NEF3,CCDC112,153733
O00746,NME4,4833
O60547,GMDS,2762
Q9UQ90,SPG7,6687
Q9BT78,COPS4,51138
O60573,EIF4E2,9470
Q16718,NDUFA5,4698
Q9UNT1,RABL2B,11158
P60896,SHFM1,7979
P05161,ISG15,9636
Q9UKJ5,CHIC2,26511
P60880,SNAP25,6616
Q9NWX6,THG1L,54974
P47897,QARS,5859
Q96JH8,RADIL,55698
P09493,TPM1,7168
P83876,TXNL4A,10907
Q96AQ6,PBXIP1,57326
Q9UJ83,HACL1,26061
Q14687,GSE1,23199
P15104,GLUL,2752
Q15345,LRRC41,10489
P29353,SHC1,6464
Q96GX9,APIP,51074
P19237,TNNI1,7135
Q9UJC3,HOOK1,51361
P48378,RFX2,5990
Q00013,MPP1,4354
Q9BTL3,FAM103A1,83640
P12277,CKB,1152
Q96GG9,DCUN1D1,54165
P09467,FBP1,2203
Q92871,PMM1,5372
Q86YM7,HOMER1,9456
Q15906,VPS72,6944
Q9BY27,DGCR6L,85359
Q16828,DUSP6,1848
Q13287,NMI,9111
Q8TES7,FBF1,85302
Q9Y580,RBM7,10179
O75084,FZD7,8324
P0CG47,UBB,7314
O75541,ZNF821,55565
Q9UJX2,CDC23,8697
Q96QG7,MTMR9,66036
O60516,EIF4EBP3,8637
P09327,VIL1,7429
Q9Y4P9,SPEF1,25876
P62854,RPS26,6231
Q15233,NONO,4841
O95198,KLHL2,11275
Q9H0L4,CSTF2T,23283
Q14872,MTF1,4520
O75800,ZMYND10,51364
Q9NSA3,CTNNBIP1,56998
Q9BW83,IFT27,11020
P61964,WDR5,11091
O75177,SS18L1,26039
Q9Y5P4,COL4A3BP,10087
Q8N5R6,CCDC33,80125
Q86SE5,RALYL,138046
Q9BUY5,ZNF426,79088
P27658,COL8A1,1295
Q86UW9,DTX2,113878
Q14558,PRPSAP1,5635
Q8NEU8,APPL2,55198
Q15884,FAM189A2,9413
Q02218,OGDH,4967
Q9HC44,GPBP1L1,60313
Q03518,TAP1,6890
Q9Y2J4,AMOTL2,51421
P26367,PAX6,5080
O95721,SNAP29,9342
Q9H094,NBPF3,84224
P17858,PFKL,5211
O96019,ACTL6A,86
O95201,ZNF205,7755
Q9NSU2,TREX1,11277
Q9BV20,MRI1,84245
Q96K80,ZC3H10,84872
P78364,PHC1,1911
Q03014,HHEX,3087
P60520,GABARAPL2,11345
O00444,PLK4,10733
O60763,USO1,8615
Q9Y248,GINS2,51659
Q9UBH0,IL36RN,26525
P27482,CALML3,810
Q15475,SIX1,6495
Q9GZN8,C20orf27,54976
Q8NFF5,FLAD1,80308
Q13155,AIMP2,7965
P08134,RHOC,389
Q9UKW6,ELF5,2001
Q14966,ZNF638,27332
Q969Y2,GTPBP3,84705
P30304,CDC25A,993
Q9UHX1,PUF60,22827
Q96H20,SNF8,11267
P62263,RPS14,6208
Q15561,TEAD4,7004
Q9UKI2,CDC42EP3,10602
O95197,RTN3,10313
P28799,GRN,2896
Q8TBB1,LNX1,84708
Q92844,TANK,10010
Q9UBZ4,APEX2,27301
O94817,ATG12,9140
P02794,FTH1,2495
O43639,NCK2,8440
Q9NYB9,ABI2,10152
Q9Y2X8,UBE2D4,51619
Q9P209,CEP72,55722
P38919,EIF4A3,9775
Q04695,KRT17,3872
P06753,TPM3,7170
Q15025,TNIP1,10318
Q14296,FASTK,10922
Q6ZN18,AEBP2,121536
P26651,ZFP36,7538
P78310,CXADR,1525
O14576,DYNC1I1,1780
Q9BY43,CHMP4A,29082
Q7Z7J5,DPPA2,151871
Q9NQZ6,ZC4H2,55906
O15372,EIF3H,8667
Q13228,SELENBP1,8991
O43708,GSTZ1,2954
P17275,JUNB,3726
Q0D2I5,IFFO1,25900
O60260,PARK2,5071
Q9NWS0,PIH1D1,55011
O43186,CRX,1406
Q16512,PKN1,5585
Q9Y5B8,NME7,29922
P00492,HPRT1,3251
Q15911,ZFHX3,463
Q9H8S9,MOB1A,55233
Q99612,KLF6,1316
Q13643,FHL3,2275
P24278,ZBTB25,7597
P78337,PITX1,5307
P11597,CETP,1071
Q93045,STMN2,11075
Q13232,NME3,4832
Q9BXC9,BBS2,583
P46108,CRK,1398
O43707,ACTN4,81
P78368,CSNK1G2,1455
P19474,TRIM21,6737
P50222,MEOX2,4223
Q9NSC5,HOMER3,9454
Q15056,EIF4H,7458
Q96BY6,DOCK10,55619
P49368,CCT3,7203
P14209,CD99,4267
Q9UJ70,NAGK,55577
P62158,CALM2,805
Q9UHV2,SERTAD1,29950
Q9UJW9,SERTAD3,29946
O43439,CBFA2T2,9139
O75506,HSBP1,3281
O43598,DNPH1,10591
-,IGLC1,3537
P62195,PSMC5,5705
Q9Y312,AAR2,25980
Q13485,SMAD4,4089
P29692,EEF1D,1936
P30279,CCND2,894
O94855,SEC24D,9871
O00148,DDX39A,10212
P57077,MAP3K7CL,56911
P57086,SCAND1,51282
P23434,GCSH,2653
O43488,AKR7A2,8574
Q08170,SRSF4,6429
Q96GY3,LIN37,55957
P62875,POLR2L,5441
Q9UBU8,MORF4L1,10933
Q9NR21,PARP11,57097
O95154,AKR7A3,22977
O43683,BUB1,699
Q9Y295,DRG1,4733
O95273,CCNDBP1,23582
Q96CV9,OPTN,10133
Q13444,ADAM15,8751
Q9UNY5,ZNF232,7775
Q8WVD3,RNF138,51444
P56279,TCL1A,8115
Q9H267,VPS33B,26276
Q15555,MAPRE2,10982
P51808,DYNLT3,6990
Q03393,PTS,5805
Q9H204,MED28,80306
Q15041,ARL6IP1,23204
O43281,EFS,10278
Q9H9D4,ZNF408,79797
P60891,PRPS1,5631
O15155,BET1,10282
Q9NYH9,UTP6,55813
P06731,CEACAM5,1048
Q9UKF7,PITPNC1,26207
Q9NVE4,CCDC87,55231
Q8N715,CCDC185,164127
Q5T5P2,KIAA1217,56243
P37235,HPCAL1,3241
Q9UJW3,DNMT3L,29947
P49674,CSNK1E,1454
P24534,EEF1B2,1933
Q9Y2J2,EPB41L3,23136
Q9NYL2,ZAK,51776
Q96SL4,GPX7,2882
Q96AT9,RPE,6120
Q00587,CDC42EP1,11135
Q92630,DYRK2,8445
Q6IA69,NADSYN1,55191
Q12983,BNIP3,664
O75971,SNAPC5,10302
P16444,DPEP1,1800
P43365,MAGEA12,4111
Q9H446,RWDD1,51389
Q12874,SF3A3,10946
P61601,NCALD,83988
Q9NRQ2,PLSCR4,57088
O75886,STAM2,10254
P54920,NAPA,8775
Q9Y5P3,RAI2,10742
Q8NFT6,DBF4B,80174
Q14576,ELAVL3,1995
Q9UHY1,NRBP1,29959
P61952,GNG11,2791
Q4U2R8,SLC22A6,9356
P26378,ELAVL4,1996
P32929,CTH,1491
Q9P0W2,HMG20B,10362
P62829,RPL23,9349
O00506,STK25,10494
Q9C040,TRIM2,23321
Q96MF2,STAC3,246329
Q9BRK4,LZTS2,84445
Q9BX82,ZNF471,57573
P55735,SEC13,6396
Q8TBK6,ZCCHC10,54819
P33552,CKS2,1164
Q96PP8,GBP5,115362
P42568,MLLT3,4300
O15062,ZBTB5,9925
Q9Y230,RUVBL2,10856
Q13200,PSMD2,5708
Q9NQX5,NPDC1,56654
P49760,CLK2,1196
P55273,CDKN2D,1032
Q9UKK6,NXT1,29107
Q14376,GALE,2582
Q00796,SORD,6652
Q9UM82,SPATA2,9825
Q13021,MALL,7851
Q2VPB7,AP5B1,91056
Q9Y3C4,TPRKB,51002
P81877,SSBP2,23635
P04424,ASL,435
O75830,SERPINI2,5276
O14879,IFIT3,3437
Q96GT9,XAGE2,9502
Q99576,TSC22D3,1831
P35542,SAA4,6291
Q16594,TAF9,6880
P41220,RGS2,5997
Q9UJ41,RABGEF1,27342
Q01658,DR1,1810
Q13190,STX5,6811
Q99447,PCYT2,5833
Q66K89,E4F1,1877
Q9NZD4,AHSP,51327
Q9BU20,RSG1,79363
Q8N612,FAM160A2,84067
P28702,RXRB,6257
P14317,HCLS1,3059
O15389,SIGLEC5,8778
Q9UBX3,SLC25A10,1468
Q9UBP6,METTL1,4234
P36382,GJA5,2702
P53672,CRYBA2,1412
O00204,SULT2B1,6820
P30626,SRI,6717
P45381,ASPA,443
Q9Y4C2,FAM115A,9747
P49901,SMCP,4184
Q9Y2Y4,ZBTB32,27033
O95639,CPSF4,10898
O00303,EIF3F,8665
Q9NR46,SH3GLB2,56904
Q9BVI4,NOC4L,79050
O95391,SLU7,10569
P55039,DRG2,1819
Q96EF0,MTMR8,55613
Q08209,PPP3CA,5530
Q9NUU7,DDX19A,55308
Q9UI26,IPO11,51194
P55345,PRMT2,3275
Q96ES7,CCDC101,112869
Q14011,CIRBP,1153
Q9NTW7|Q9NPA5,ZFP64,55734
Q9UNP9,PPIE,10450
Q15699,ALX1,8092
Q96BD8,SKA1,220134
Q7L190,DPPA4,55211
P42224,STAT1,6772
P35613,BSG,682
Q53H80,AKIRIN2,55122
Q9BSL1,UBAC1,10422
Q96E93,KLRG1,10219
Q9C005,DPY30,84661
P07902,GALT,2592
Q8N720,ZNF655,79027
P61077,UBE2D3,7323
P00966,ASS1,445
P61225,RAP2B,5912
P55036,PSMD4,5710
P48723,HSPA13,6782
P41227,NAA10,8260
O95817,BAG3,9531
Q9H832,UBE2Z,65264
Q9BSW7,SYT17,51760
Q9Y5P6,GMPPB,29925
Q99594,TEAD3,7005
Q09161,NCBP1,4686
P25963,NFKBIA,4792
P07992,ERCC1,2067
P42772,CDKN2B,1030
P62495,ETF1,2107
Q8NHQ1,CEP70,80321
Q8WYH8,ING5,84289
P49903,SEPHS1,22929
Q13572,ITPK1,3705
Q9ULA0,DNPEP,23549
Q8N2M8,CLASRP,11129
Q9BUX1,CHAC1,79094
P23497,SP100,6672
Q13541,EIF4EBP1,1978
Q12805,EFEMP1,2202
Q9BWQ6,YIPF2,78992
P62937,PPIA,5478
Q9GZM5,YIPF3,25844
Q96HC4,PDLIM5,10611
P55040,GEM,2669
Q92824,PCSK5,5125
Q5T124,UBXN11,91544
P62191,PSMC1,5700
O00423,EML1,2009
P09619,PDGFRB,5159
Q15306,IRF4,3662
P27987,ITPKB,3707
Q8WTR7,ZNF473,25888
P16083,NQO2,4835
P57739,CLDN2,9075
O14976,GAK,2580
Q9Y283,INVS,27130
Q9Y2W7,KCNIP3,30818
O15535,ZSCAN9,7746
O95872,GPANK1,7918
Q6UY11,DLK2,65989
Q9Y3T9,NOC2L,26155
Q59EK9,RUNDC3A,10900
Q8IUF8,MINA,84864
Q9GZU7,CTDSP1,58190
Q15560,TCEA2,6919
Q9H773,DCTPP1,79077
Q9P0L1,ZKSCAN7,55888
P48730,CSNK1D,1453
Q4V326,GAGE2E,26749
Q13352,ITGB3BP,23421
Q99836,MYD88,4615
Q9BYD3,MRPL4,51073
P20809,IL11,3589
P24666,ACP1,52
P42229,STAT5A,6776
P61244,MAX,4149
P49914,MTHFS,10588
Q96IZ5,RBM41,55285
P01019,AGT,183
Q15027,ACAP1,9744
Q9Y297,BTRC,8945
Q9UJU6,DBNL,28988
P62857,RPS28,6234
Q9HCY8,S100A14,57402
O15481,MAGEB4,4115
Q9H4B4,PLK3,1263
Q96EV8,DTNBP1,84062
Q8WVF5,KCTD4,386618
Q92551,IP6K1,9807
P41226,UBA7,7318
O15294,OGT,8473
Q16206,ENOX2,10495
P45974,USP5,8078
P02792,FTL,2512
Q5VWN6,FAM208B,54906
Q8IUZ5,PHYKPL,85007
O15482,TEX28,1527
O95125,ZNF202,7753
Q9UJV3,MID2,11043
Q9UNH6,SNX7,51375
Q96AA8,JAKMIP2,9832
P51606,RENBP,5973
P61019,RAB2A,5862
Q9C0F1,CEP44,80817
O94818,NOL4,8715
Q8NA61,SPERT,220082
P23511,NFYA,4800
Q13748,TUBA3C,7278
Q05513,PRKCZ,5590
Q9NPJ8,NXT2,55916
P35998,PSMC2,5701
P35249,RFC4,5984
O43463,SUV39H1,6839
Q9H5V7,IKZF5,64376
P11234,RALB,5899
P40855,PEX19,5824
P00352,ALDH1A1,216
Q06323,PSME1,5720
P13807,GYS1,2997
P62820,RAB1A,5861
P29034,S100A2,6273
P06730,EIF4E,1977
Q9H840,GEMIN7,79760
P11142,HSPA8,3312
Q92783,STAM,8027
Q93088,BHMT,635
P36404,ARL2,402
Q01081,U2AF1,7307
P61586,RHOA,387
Q16611,BAK1,578
Q15369,TCEB1,6921
Q7L523,RRAGA,10670
Q9UBU9,NXF1,10482
P29218,IMPA1,3612
Q9NUX5,POT1,25913
Q13094,LCP2,3937
O15217,GSTA4,2941
Q9Y5S9,RBM8A,9939
Q99613,EIF3C,8663
Q9NNW7,TXNRD2,10587
Q92805,GOLGA1,2800
Q13439,GOLGA4,2803
P54105,CLNS1A,1207
Q6ZW49,PAXIP1,22976
Q8WV44,TRIM41,90933
Q96HB5,CCDC120,90060
-,MYO15B,80022
Q9UFG5,C19orf25,148223
Q9BU64,CENPO,79172
O00308,WWP2,11060
Q8TAB5,C1orf216,127703
-,CEP170P1,645455
Q8N554,ZNF276,92822
Q96BR9,ZBTB8A,653121
O60296,TRAK2,66008
Q04656,ATP7A,538
P35670,ATP7B,540
P35754,GLRX,2745
P14598,NCF1,653361
Q9H9Q4,NHEJ1,79840
P00749,PLAU,5328
Q9GZZ8,LACRT,90070
P09038,FGF2,2247
Q8N0X7,SPG20,23111
Q13794,PMAIP1,5366
O43521,BCL2L11,10018
Q9BXH1|Q96PG8,BBC3,27113
Q13323,BIK,638
Q8NHW3,MAFA,389692
Q9NQ31,AKIP1,56672
P24941,CDK2,1017
P01106,MYC,4609
P29590,PML,5371
Q15831,STK11,6794
Q7Z2E3,APTX,54840
P56539,CAV3,859
P35240,NF2,4771
Q96HU1,SGSM3,27352
Q5TKA1,LIN9,286826
Q8WX92,NELFB,25920
P61970,NUTF2,10204
P06746,POLB,5423
Q9H5J8,TAF1D,79101
P06307,CCK,885
Q9H081,MIS12,79003
P00533,EGFR,1956
P04626,ERBB2,2064
P21860,ERBB3,2065
P51884,LUM,4060
Q9H410,DSN1,79980
Q96IY1,NSL1,25936
O95229,ZWINT,11130
Q08752,PPID,5481
P07949,RET,5979
P54756,EPHA5,2044
Q8TA86,RP9,6100
Q6WCQ1,MPRIP,23164
Q70E73,RAPH1,65059
P56524,HDAC4,9759
Q9UQL6,HDAC5,10014
Q9UBN7,HDAC6,10013
Q96EP1,CHFR,55743
P42345,MTOR,2475
Q8N122,RPTOR,57521
Q6R327,RICTOR,253260
P21579,SYT1,6857
Q6UXA7,C6orf15,29113
P50281,MMP14,4323
P54108,CRISP3,10321
O14776,TCERG1,10915
O75400,PRPF40A,55660
O95983,MBD3,53615
P27348,YWHAQ,10971
Q53ET0,CRTC2,200186
Q9H0K1,SIK2,23235
P57796,CABP4,57010
Q15020,SART3,9733
O95400,CD2BP2,10421
O14908,GIPC1,10755
Q14240,EIF4A2,1974
P62330,ARF6,382
Q9UFF9,CNOT8,9337
Q9NVP2,ASF1B,55723
Q96DI7,SNRNP40,9410
O75940,SMNDC1,10285
Q9BRP4,PAAF1,80227
P78543,BTG2,7832
Q9UNM6,PSMD13,5719
Q14164,IKBKE,9641
P31946,YWHAB,7529
Q15170,TCEAL1,9338
Q15287,RNPS1,10921
Q9UKT5,FBXO4,26272
O76081,RGS20,8601
Q15008,PSMD6,9861
Q9Y2Q3,GSTK1,373156
O60739,EIF1B,10289
O75832,PSMD10,5716
Q08117,AES,166
Q15773,MLF2,8079
O75896,TUSC2,11334
O43586,PSTPIP1,9051
O15479,MAGEB2,4113
P23508,MCC,4163
P49841,GSK3B,2932
Q9NPH0,ACP6,51205
Q92956,TNFRSF14,8764
O00182,LGALS9,3965
Q9Y575,ASB3,51130
P42773,CDKN2C,1031
Q9Y3A3,MOB4,25843
O75365,PTP4A3,11156
O14730,RIOK3,8780
Q9NRB3,CHST12,55501
P14678,SNRPB,6628
Q8IXH7,NELFCD,51497
Q05639,EEF1A2,1917
Q9NRG4,SMYD2,56950
Q15165,PON2,5445
Q9Y265,RUVBL1,8607
Q9UBE0,SAE1,10055
P01889|P30466,HLA-B,3106
Q9HC24,TMBIM4,51643
P31930,UQCRC1,7384
O00115,DNASE2,1777
O43660,PLRG1,5356
P53680,AP2S1,1175
O75352,MPDU1,9526
Q14152,EIF3A,8661
Q9P2S5,WRAP73,49856
P60510,PPP4C,5531
P56537,EIF6,3692
Q9UBC1,NFKBIL1,4795
Q9P1U1,ACTR3B,57180
Q9NY93,DDX56,54606
P62140,PPP1CB,5500
Q12834,CDC20,991
Q9BUV8,C20orf24,55969
P60842,EIF4A1,1973
P26441,CNTF,1270
Q12974,PTP4A2,8073
P11171,EPB41,2035
O75688,PPM1B,5495
O14827,RASGRF2,5924
P25942,CD40,958
O94907,DKK1,22943
P19532,TFE3,7030
O14874,BCKDK,10295
Q15853,USF2,7392
Q9UHQ7,WBP5,51186
Q99623,PHB2,11331
Q13617,CUL2,8453
P37268,FDFT1,2222
Q38SD2,LRRK1,79705
Q9P2E9,RRBP1,6238
Q9Y5J5,PHLDA3,23612
Q8WTW4,NPRL2,10641
P62633,CNBP,7555
O95388,WISP1,8840
P63167,DYNLL1,8655
Q9UKS6,PACSIN3,29763
Q15714,TSC22D1,8848
P52565,ARHGDIA,396
Q9NX58,LYAR,55646
P05452,CLEC3B,7123
Q9UQM7,CAMK2A,815
Q9H8T0,AKTIP,64400
Q6P0Q8,MAST2,23139
Q05084,ICA1,3382
Q13177,PAK2,5062
P61081,UBE2M,9040
Q8IV63,VRK3,51231
P30305,CDC25B,994
Q9NS64,RPRM,56475
Q9UNS2,COPS3,8533
Q9Y4K3,TRAF6,7189
P78396,CCNA1,8900
Q9H3R5,CENPH,64946
O43513,MED7,9443
Q02790,FKBP4,2288
Q00169,PITPNA,5306
P62491,RAB11A,8766
Q14232,EIF2B1,1967
Q6IBS0,TWF2,11344
Q8IXJ6,SIRT2,22933
Q9BW60,ELOVL1,64834
O43427,FIBP,9158
O14519,CDK2AP1,8099
Q9BV57,ADI1,55256
O95190,OAZ2,4947
Q9Y5L4,TIMM13,26517
P41235,HNF4A,3172
O00264,PGRMC1,10857
Q96RG2,PASK,23178
Q13530,SERINC3,10955
P05787,KRT8,3856
P61026,RAB10,10890
Q6XUX3,DSTYK,25778
O00422,SAP18,10284
Q9UGT4,SUSD2,56241
P15090,FABP4,2167
O75116,ROCK2,9475
Q9UBN6,TNFRSF10D,8793
P78545,ELF3,1999
O00141,SGK1,6446
P01241,GH1,2688
Q7L1Q6,BZW1,9689
P29372,MPG,4350
Q96JB5,CDK5RAP3,80279
Q5TCY1,TTBK1,84630
P49662,CASP4,837
Q96FV3,TSPAN17,26262
O75385,ULK1,8408
Q9BRX2,PELO,53918
P62380,TBPL1,9519
Q16394,EXT1,2131
Q9NW61,PLEKHJ1,55111
Q9NRM2,ZNF277,11179
Q9Y2B9,PKIG,11142
Q96CS7,PLEKHB2,55041
P20823,HNF1A,6927
O43665,RGS10,6001
Q01995,TAGLN,6876
P78549,NTHL1,4913
O75363,BCAS1,8537
Q9NVD7,PARVA,55742
Q9Y2H1,STK38L,23012
O00255,MEN1,4221
Q9HD42,CHMP1A,5119
Q92882,OSTF1,26578
P23528,CFL1,1072
O95995,GAS8,2622
O15121,DEGS1,8560
O96013,PAK4,10298
O75618,DEDD,9191
P50053,KHK,3795
Q9Y6F1,PARP3,10039
O60427,FADS1,3992
Q9H0T7,RAB17,64284
O75771,RAD51D,5892
O15519,CFLAR,8837
Q9NPF4,OSGEP,55644
P00568,AK1,203
P51148,RAB5C,5878
P31939,ATIC,471
O95999,BCL10,8915
O14593,RFXANK,8625
Q9Y376,CAB39,51719
Q00597,FANCC,2176
O75569,PRKRA,8575
P16035,TIMP2,7077
Q9Y5V3,MAGED1,9500
O95863,SNAI1,6615
Q9BUP0,EFHD1,80303
O43353,RIPK2,8767
P60604,UBE2G2,7327
O60285,NUAK1,9891
P52429,DGKE,8526
P84996|Q5JWF2|O95467|P63092,GNAS,2778
Q6PIL6,KCNIP4,80333
O14965,AURKA,6790
P28566,HTR1E,3354
Q9Y664,KPTN,11133
O76070,SNCG,6623
Q9H6Y7,RNF167,26001
Q9Y5S2,CDC42BPB,9578
Q2NKX8,ERCC6L,54821
Q15126,PMVK,10654
O75815,BCAR3,8412
Q9Y6J8,STYXL1,51657
Q9NRH2,SNRK,54861
Q9BWU1,CDK19,23097
Q8N1I0,DOCK4,9732
P04406,GAPDH,2597
Q5EB52,MEST,4232
Q9Y2U9,KLHDC2,23588
P57735,RAB25,57111
Q9Y6T7,DGKB,1607
Q53HC9,TSSC1,7260
O43768,ENSA,2029
Q8WXI2,CNKSR2,22866
Q96FZ7,CHMP6,79643
P01892|P30443|P30450|P04439,HLA-A,3105
P52948,NUP98,4928
O14656,TOR1A,1861
Q9NRP7,STK36,27148
Q969Z0,TBRG4,9238
P21796,VDAC1,7416
P55199,ELL,8178
O15527,OGG1,4968
Q9NQY0,BIN3,55909
Q9GZS1,POLR1E,64425
Q9BS40,LXN,56925
O00442,RTCA,8634
P36639,NUDT1,4521
P78330,PSPH,5723
Q9H1Y0,ATG5,9474
O95801,TTC4,7268
Q9H7B4,SMYD3,64754
P27037,ACVR2A,92
Q60I27,ALS2CL,259173
O14746,TERT,7015
P19338,NCL,4691
Q13233,MAP3K1,4214
Q00653,NFKB2,4791
Q01201,RELB,5971
Q9NYJ8,TAB2,23118
Q9UHD2,TBK1,29110
P20333,TNFRSF1B,7133
Q9HAW0,BRF2,55290
Q92796,DLG3,1741
Q93063,EXT2,2132
O15379,HDAC3,8841
P43360,MAGEA6,4105
P22392,NME2,4831
Q9BZ23,PANK2,80025
Q15583,TGIF1,7050
P35222,CTNNB1,1499
P54132,BLM,641
Q9Y5Z7,HCFC2,29915
Q15291,RBBP5,5929
Q14686,NCOA6,23054
Q8N726|P42771,CDKN2A,1029
P25054,APC,324
Q9BX63,BRIP1,83990
Q13873,BMPR2,659
P23458,JAK1,3716
P31749,AKT1,207
Q7Z589,C11orf30,56946
O15169,AXIN1,8312
Q13772,NCOA4,8031
O95996,APC2,10297
P62158,CALM1,801
Q99638,RAD9A,5883
Q13363,CTBP1,1487
O43504,LAMTOR5,10542
Q15788,NCOA1,8648
Q12888,TP53BP1,7158
P11274,BCR,613
Q14683,SMC1A,8243
Q13535,ATR,545
Q99728,BARD1,580
P29350,PTPN6,5777
P20936,RASA1,5921
P07332,FES,2242
P49768,PSEN1,5663
P00519,ABL1,25
Q9BXW9,FANCD2,2177
P16104,H2AFX,3014
P24928,POLR2A,5430
P17535,JUND,3727
P43246,MSH2,4436
P52701,MSH6,2956
O60934,NBN,4683
Q92878,RAD50,10111
O60566,BUB1B,701
O43684,BUB3,9184
Q9NPI8,FANCF,2188
P42574,CASP3,836
Q13472,TOP3A,7156
P22681,CBL,867
P06493,CDK1,983
O14757,CHEK1,1111
P05549,TFAP2A,7020
P68400,CSNK2A1,1457
Q13547,HDAC1,3065
Q9UKL0,RCOR1,23186
Q96BD5,PHF21A,51317
Q92769,HDAC2,3066
O60341,KDM1A,23028
O43541,SMAD6,4091
O60716,CTNND1,1500
P15941,MUC1,4582
Q14289,PTK2B,2185
-,DVL1P1,8215
Q9HAW4,CLSPN,63967
P46736,BRCC3,79184
P08047,SP1,6667
Q14498,RBM39,9584
P29320,EPHA3,2042
P15311,EZR,7430
P25445,FAS,355
P55957,BID,637
Q13158,FADD,8772
P48023,FASLG,356
Q92851,CASP10,843
Q14790,CASP8,841
P62993,GRB2,2885
P41212,ETV6,2120
Q14676,MDC1,9656
O96017,CHEK2,11200
P06396,GSN,2934
O15105,SMAD7,4092
P07948,LYN,4067
Q9UI95,MAD2L2,10459
P08107,HSPA1A,3303
P07900,HSP90AA1,3320
Q9UBK9,UXT,8409
Q03135,CAV1,857
P05412,JUN,3725
P78527,PRKDC,5591
Q00987,MDM2,4193
Q01094,E2F1,1869
P24385,CCND1,595
Q9Y6N9,USH1C,10083
P55317,FOXA1,3169
Q9UBS8,RNF14,9604
P35221,CTNNA1,1495
P61968,LMO4,8543
O75376,NCOR1,9611
Q9UHK0,NUFIP1,26747
Q16539,MAPK14,1432
P06241,FYN,2534
P06239,LCK,3932
P27986,PIK3R1,5295
P27701,CD82,3732
P27448,MARK3,4140
P53350,PLK1,5347
P43351,RAD52,5893
Q16576,RBBP7,5931
P43146,DCC,1630
P46109,CRKL,1399
P60484,PTEN,5728
Q86UW6,N4BP2,55728
P22223,CDH3,1001
Q9UKV0,HDAC9,9734
Q9ULJ6,ZMIZ1,57178
P84022,SMAD3,4088
Q15554,TERF2,7014
P04271,S100B,6285
Q03113,GNA12,2768
P19022,CDH2,1000
P12643,BMP2,650
P18075,BMP7,655
O00238,BMPR1B,658
Q13972,RASGRF1,5923
Q92889,ERCC4,2072
O14980,XPO1,7514
Q92845,KIFAP3,22920
P30260,CDC27,996
P49840,GSK3A,2931
P13056,NR2C1,7181
Q99929,ASCL2,430
Q8NEZ4,KMT2C,58508
O75293,GADD45B,4616
P08581,MET,4233
P01112,HRAS,3265
P20248,CCNA2,890
P42684,ABL2,27
Q9P287,BCCIP,56647
P22736,NR4A1,3164
O43255,SIAH2,6478
P33151,CDH5,1003
P10586,PTPRF,5792
Q01082,SPTBN1,6711
Q92835,INPP5D,3635
Q99704,DOK1,1796
Q9Y6Q9,NCOA3,8202
Q13813,SPTAN1,6709
P02549,SPTA1,6708
Q9HB96,FANCE,2178
Q14191,WRN,7486
Q8TAE8,GADD45GIP1,90480
P29083,GTF2E1,2960
P35269,GTF2F1,2962
Q96ST3,SIN3A,25942
Q9NS23,RASSF1,11186
Q9H3P2,NELFA,7469
O43502,RAD51C,5889
P04049,RAF1,5894
Q66K74,MAP1S,55201
Q08211,DHX9,1660
Q13422,IKZF1,10320
Q00403,GTF2B,2959
O14981,BTAF1,9044
Q92759,GTF2H4,2968
Q13503,MED21,9412
-,LINC01194,404663
P68133,ACTA1,58
Q13077,TRAF1,7185
Q15628,TRADD,8717
Q15750,TAB1,10454
Q9Y6K9,IKBKG,8517
Q9H307,PNN,5411
Q13427,PPIG,9360
Q15796,SMAD2,4087
O95405,ZFYVE9,9372
Q674X7,KAZN,23254
O94929,ABLIM3,22885
Q9UKV5,AMFR,267
Q9H4P4,RNF41,10193
Q969X5,ERGIC1,57222
Q96S96,PEBP4,157310
P17844,DDX5,1655
Q13950,RUNX2,860
Q6PKX4,DOK6,220164
Q9P104,DOK5,55816
P68431,HIST1H3C,8352
Q76KD6,SPATC1,375686
P55211,CASP9,842
Q13075,NAIP,4671
O14727,APAF1,317
Q53HL2,CDCA8,55143
Q96FI4,NEIL1,79661
P49916,LIG3,3980
Q15878,CACNA1E,777
O75969,AKAP3,10566
Q92542,NCSTN,23385
Q969V3,NCLN,56926
Q6UWE0,LRSAM1,90678
P05556,ITGB1,3688
Q9NPB6,PARD6A,50855
Q8TEW0,PARD3,56288
Q05193,DNM1,1759
Q96GD4,AURKB,9212
P14151,SELL,6402
Q6EEV6,SUMO4,387082
Q6EMK4,VASN,114990
Q9H9H4,VPS37B,79720
Q9UK41,VPS28,51160
-,HELZ,9931
P00441,SOD1,6647
Q9BSI4,TINF2,26277
Q96AP0,ACD,65057
O15446,CD3EAP,10849
Q6ZYL4,GTF2H5,404672
Q13888,GTF2H2,2966
P19447,ERCC3,2071
Q9BQE4,VIMP,55829
Q9BUN8,DERL1,79139
P42336,PIK3CA,5290
P05771,PRKCB,5579
Q05655,PRKCD,5580
Q02156,PRKCE,5581
P17612,PRKACA,5566
Q8IV61,RASGRP3,25780
Q06187,BTK,695
Q99856,ARID3A,1820
P62913,RPL11,6135
Q6DT37,CDC42BPG,55561
Q6UB99,ANKRD11,29123
Q8N3L3,TXLNB,167838
Q9NZN4,EHD2,30846
Q9Y6Q5,AP1M2,10053
P22307,SCP2,6342
